Latitude,Longitude
49.8956,8.61437
49.8958,8.61463
49.8962,8.61519
49.8964,8.61537
49.8965,8.61547
49.8968,8.61115
49.8968,8.61084
49.8968,8.61073
49.8968,8.61063
49.8968,8.61052
49.8678,8.68744
49.8678,8.68748
49.8678,8.6875
49.8679,8.68758
49.8679,8.68762
49.868,8.68773
49.868,8.68773
49.868,8.68779
49.868,8.68786
49.8681,8.68794
49.8681,8.68798
49.8681,8.68802
49.8681,8.6881
49.8681,8.6882
49.8686,8.68334
49.8687,8.68352
49.8687,8.68356
49.8961,8.68792
49.8961,8.68848
49.8962,8.68907
49.8963,8.68961
49.8964,8.68997
49.8966,8.69033
49.8967,8.6907
49.8969,8.69103
49.8975,8.69191
49.8978,8.69251
49.8983,8.69312
49.8987,8.69367
49.8989,8.69383
49.8989,8.69389
49.8993,8.69433
49.8997,8.69496
49.8998,8.69512
49.9003,8.69591
49.9009,8.69677
49.9011,8.69709
49.8636,8.63229
49.8635,8.63235
49.8632,8.63249
49.8627,8.63281
49.8617,8.63337
49.8509,8.64643
49.8502,8.6464
49.8486,8.64629
49.8482,8.64626
49.847,8.64618
49.8759,8.6493
49.8759,8.64952
49.8759,8.64962
49.8759,8.64975
49.8748,8.64123
49.8748,8.64121
49.8757,8.6497
49.8757,8.64972
49.8712,8.63295
49.8707,8.63303
49.8707,8.63303
49.8706,8.63304
49.8706,8.63304
49.8705,8.63306
49.8696,8.63328
49.8696,8.63329
49.869,8.63352
49.8686,8.63369
49.8683,8.63381
49.8696,8.63352
49.8698,8.63342
49.8698,8.63342
49.87,8.63337
49.8702,8.63329
49.8702,8.63328
49.8703,8.63325
49.8698,8.65649
49.8698,8.65652
49.8697,8.65656
49.8696,8.65656
49.8695,8.65657
49.8921,8.661
49.8922,8.66112
49.8922,8.66116
49.8923,8.6613
49.8923,8.6613
49.8925,8.66167
49.8926,8.66184
49.8927,8.66201
49.8928,8.66226
49.8929,8.66252
49.8929,8.66277
49.893,8.66302
49.893,8.66318
49.8732,8.64107
49.8731,8.64108
49.8654,8.6456
49.8654,8.64553
49.8654,8.64546
49.8653,8.6454
49.8653,8.64534
49.8653,8.6471
49.8653,8.64716
49.8653,8.64724
49.8653,8.64732
49.8653,8.6475
49.8654,8.64772
49.8673,8.66191
49.8675,8.66356
49.8675,8.66364
49.8676,8.66381
49.8676,8.66388
49.8676,8.6639
49.8676,8.6639
49.8676,8.66392
49.8676,8.66396
49.8676,8.6641
49.8676,8.66416
49.8676,8.66429
49.8676,8.66442
49.8677,8.66556
49.8679,8.66766
49.8679,8.66805
49.8677,8.66556
49.8677,8.66602
49.8677,8.66602
49.8678,8.66606
49.8678,8.66654
49.8679,8.66766
49.8679,8.66805
49.868,8.66875
49.868,8.66914
49.8656,8.64895
49.8657,8.6504
49.8658,8.65098
49.8659,8.65186
49.866,8.65237
49.8661,8.65263
49.8661,8.65295
49.8661,8.65301
49.8662,8.65368
49.8663,8.65453
49.8664,8.65529
49.8665,8.65567
49.8665,8.65576
49.8665,8.65585
49.8665,8.65588
49.8767,8.65041
49.8767,8.65038
49.8767,8.65032
49.8767,8.65028
49.8766,8.65025
49.8761,8.64097
49.8761,8.64106
49.8762,8.64131
49.8762,8.64173
49.8763,8.64214
49.8764,8.64239
49.8764,8.64272
49.8632,8.63259
49.8635,8.63244
49.8796,8.63572
49.8795,8.63566
49.8795,8.63566
49.8794,8.63564
49.8793,8.6356
49.8758,8.63489
49.8755,8.63484
49.854,8.6414
49.854,8.64124
49.8541,8.64113
49.8541,8.64097
49.8542,8.64057
49.8536,8.64313
49.8537,8.64293
49.8537,8.64281
49.8538,8.64222
49.8538,8.64215
49.8539,8.64177
49.854,8.64146
49.8677,8.63418
49.8677,8.63426
49.8674,8.63445
49.8674,8.63447
49.8604,8.64461
49.8595,8.64457
49.8591,8.64452
49.8587,8.64442
49.8584,8.64437
49.8584,8.64436
49.8582,8.64435
49.8572,8.64427
49.8571,8.64424
49.8563,8.64405
49.856,8.64396
49.8551,8.64366
49.8605,8.64467
49.8606,8.64465
49.8621,8.6445
49.8631,8.64437
49.8589,8.63494
49.859,8.63505
49.8636,8.63238
49.8637,8.63235
49.8637,8.63234
49.8643,8.6321
49.8644,8.63206
49.8646,8.63198
49.8649,8.63188
49.8652,8.63179
49.8657,8.63164
49.8659,8.63155
49.8661,8.63151
49.8666,8.63141
49.8664,8.63134
49.8557,8.63686
49.8557,8.6369
49.8556,8.63694
49.8612,8.63364
49.8601,8.63426
49.8598,8.63443
49.8612,8.63372
49.8627,8.6329
49.8632,8.63259
49.8586,8.63525
49.8588,8.63515
49.8588,8.63513
49.859,8.63505
49.8589,8.63494
49.8588,8.635
49.8587,8.63506
49.8969,8.61544
49.8968,8.61543
49.8965,8.61531
49.884,8.65158
49.884,8.6516
49.8839,8.65134
49.8839,8.65134
49.8837,8.65133
49.8837,8.65133
49.8837,8.65132
49.8835,8.65131
49.8828,8.6512
49.884,8.65136
49.884,8.65131
49.884,8.65121
49.8839,8.65086
49.8838,8.65034
49.8836,8.64972
49.8835,8.6494
49.8965,8.62043
49.8967,8.62052
49.8967,8.62056
49.8888,8.64792
49.8887,8.64724
49.8887,8.64692
49.8553,8.63745
49.8552,8.6376
49.855,8.63811
49.8546,8.63933
49.8544,8.63992
49.8542,8.64053
49.8703,8.63306
49.8702,8.63305
49.8716,8.64159
49.8715,8.6416
49.8715,8.64161
49.8714,8.64163
49.872,8.64145
49.8717,8.64155
49.8717,8.64156
49.8716,8.64159
49.8639,8.64409
49.8641,8.64403
49.8641,8.64403
49.8643,8.64397
49.8643,8.64396
49.8644,8.64394
49.8645,8.64391
49.8639,8.64409
49.8638,8.6441
49.8636,8.64415
49.8632,8.64427
49.8631,8.64429
49.8606,8.64459
49.8606,8.64459
49.8605,8.6446
49.8604,8.64461
49.8653,8.64525
49.8653,8.64534
49.8646,8.64403
49.8646,8.6441
49.8652,8.64511
49.8653,8.64525
49.8643,8.64361
49.8644,8.64375
49.8644,8.64378
49.8645,8.64391
49.8653,8.64534
49.8654,8.6457
49.8654,8.64587
49.8654,8.64606
49.8654,8.64626
49.8654,8.6464
49.8654,8.64649
49.8653,8.64671
49.8653,8.64681
49.8649,8.64379
49.8652,8.64367
49.8652,8.64366
49.8653,8.64363
49.8654,8.64361
49.8657,8.64353
49.8664,8.64329
49.8672,8.64303
49.8202,8.68921
49.8202,8.68872
49.8201,8.68826
49.8201,8.68802
49.8201,8.6877
49.82,8.68758
49.82,8.68731
49.8198,8.68702
49.8199,8.68707
49.8199,8.68711
49.8199,8.68713
49.8199,8.68723
49.82,8.68762
49.82,8.68804
49.8201,8.68854
49.8201,8.68883
49.8199,8.68672
49.8199,8.68668
49.8198,8.68667
49.8198,8.68668
49.8197,8.68671
49.8197,8.68673
49.8197,8.68681
49.8197,8.68689
49.8197,8.68695
49.8198,8.687
49.8198,8.68702
49.8198,8.68702
49.8199,8.68701
49.8199,8.68698
49.8199,8.68696
49.8199,8.6869
49.8199,8.68685
49.8199,8.68677
49.8199,8.68672
49.8202,8.68956
49.8202,8.68953
49.8201,8.68952
49.8201,8.68951
49.8201,8.68952
49.82,8.68954
49.82,8.68956
49.82,8.68961
49.82,8.68967
49.82,8.68975
49.82,8.68981
49.8201,8.68984
49.8201,8.68985
49.8201,8.68985
49.8202,8.68982
49.8202,8.68978
49.8202,8.68974
49.8202,8.68968
49.8202,8.68963
49.8202,8.6896
49.8202,8.68956
49.82,8.69025
49.8201,8.69006
49.8201,8.68998
49.8201,8.68985
49.8199,8.68672
49.8199,8.68655
49.8199,8.68629
49.82,8.68981
49.82,8.68989
49.82,8.68996
49.82,8.69005
49.82,8.69025
49.8197,8.68502
49.8198,8.68544
49.9048,8.64276
49.9048,8.64262
49.9049,8.64249
49.905,8.64244
49.8201,8.68883
49.8201,8.68912
49.8201,8.68912
49.8201,8.68938
49.8201,8.68951
49.876,8.64981
49.876,8.64977
49.8665,8.65603
49.8665,8.65604
49.8665,8.65608
49.8665,8.65612
49.8666,8.65658
49.8667,8.65693
49.8667,8.65696
49.8946,8.67735
49.8946,8.6775
49.8695,8.65657
49.8696,8.65659
49.8696,8.65661
49.912,8.61271
49.9118,8.61282
49.9118,8.61284
49.9117,8.61291
49.9116,8.61295
49.9114,8.61305
49.9114,8.61305
49.9111,8.61316
49.911,8.61323
49.8534,8.65193
49.8534,8.65172
49.8534,8.65165
49.8534,8.65084
49.8534,8.65066
49.8534,8.6497
49.8534,8.64934
49.9201,8.60714
49.9198,8.60736
49.8533,8.64834
49.8534,8.64934
49.8535,8.65509
49.8535,8.65483
49.8535,8.6545
49.8534,8.65438
49.8534,8.65438
49.8534,8.65451
49.8534,8.65479
49.8534,8.65484
49.8535,8.65509
49.8534,8.64834
49.8534,8.64738
49.8534,8.647
49.8534,8.64694
49.8534,8.64683
49.8534,8.6468
49.8534,8.65438
49.8534,8.65354
49.8534,8.65314
49.8534,8.65301
49.8534,8.65289
49.8534,8.65272
49.8534,8.6522
49.8534,8.65212
49.8534,8.65193
49.8731,8.64108
49.873,8.64114
49.8732,8.64108
49.8732,8.64107
49.873,8.64114
49.8732,8.64119
49.873,8.64114
49.8728,8.6412
49.8727,8.64122
49.8733,8.6411
49.8732,8.64108
49.8732,8.64119
49.8734,8.64122
49.8735,8.64128
49.8737,8.64139
49.8737,8.64139
49.8737,8.64139
49.8737,8.64128
49.8735,8.64118
49.8734,8.64111
49.8733,8.6411
49.8818,8.66522
49.8817,8.66548
49.8817,8.66561
49.8751,8.64343
49.8751,8.64331
49.8747,8.64126
49.8747,8.64137
49.8747,8.64139
49.8748,8.64181
49.875,8.6324
49.875,8.63239
49.875,8.63239
49.875,8.63235
49.8751,8.63225
49.8751,8.63212
49.8751,8.63194
49.8751,8.63176
49.8769,8.65036
49.8769,8.65035
49.877,8.65034
49.8759,8.64975
49.8759,8.64973
49.8758,8.64972
49.8757,8.6497
49.876,8.65057
49.876,8.65062
49.8757,8.64824
49.8758,8.64895
49.8759,8.6493
49.8754,8.6498
49.8749,8.64997
49.8745,8.65011
49.8882,8.63862
49.8882,8.63834
49.8882,8.63801
49.8882,8.63777
49.8882,8.63755
49.8882,8.63755
49.8882,8.63528
49.8882,8.63863
49.8882,8.63948
49.8882,8.63994
49.8882,8.63755
49.8882,8.63777
49.8882,8.63829
49.8882,8.63834
49.8882,8.63863
49.8882,8.63994
49.8882,8.63948
49.8882,8.63888
49.8882,8.63862
49.8849,8.65163
49.8848,8.6516
49.8845,8.65147
49.8844,8.65144
49.8985,8.6193
49.8982,8.61947
49.8985,8.61925
49.8985,8.6193
49.8988,8.61906
49.8986,8.61915
49.8985,8.61925
49.8985,8.61935
49.8988,8.61916
49.899,8.61904
49.8991,8.61895
49.8991,8.61887
49.8534,8.6468
49.8534,8.64675
49.8534,8.64667
49.8533,8.64678
49.8533,8.64685
49.8533,8.64694
49.8533,8.64727
49.8772,8.63516
49.8771,8.63512
49.8764,8.63498
49.8762,8.63494
49.8759,8.63488
49.8758,8.63489
49.8758,8.63489
49.8759,8.63495
49.8762,8.635
49.8762,8.63501
49.8771,8.63517
49.8772,8.63516
49.8597,8.63615
49.8599,8.63656
49.8603,8.63714
49.8604,8.63727
49.8604,8.63733
49.8604,8.63735
49.8605,8.63752
49.8606,8.63762
49.8607,8.63778
49.8607,8.63787
49.8611,8.63848
49.8614,8.63903
49.8614,8.63904
49.8616,8.63929
49.8617,8.63946
49.862,8.64001
49.8597,8.63615
49.8595,8.63577
49.8565,8.63088
49.8562,8.63057
49.8586,8.63447
49.8587,8.63461
49.859,8.63503
49.8589,8.63492
49.8584,8.63414
49.8586,8.63441
49.8586,8.63447
49.8587,8.63461
49.8588,8.63473
49.8588,8.63477
49.8588,8.63482
49.8589,8.63492
49.8589,8.63487
49.8589,8.6348
49.8588,8.63474
49.8595,8.63577
49.8591,8.63525
49.8591,8.63516
49.859,8.63503
49.8562,8.63057
49.8564,8.63094
49.8566,8.63122
49.8569,8.63168
49.8572,8.63216
49.8572,8.63222
49.8587,8.63443
49.8586,8.63438
49.8584,8.63405
49.8583,8.63385
49.8583,8.6338
49.8577,8.63286
49.8574,8.63237
49.8572,8.63222
49.8573,8.63233
49.8574,8.63242
49.8577,8.63291
49.8581,8.63358
49.8583,8.63387
49.8584,8.63414
49.8589,8.63492
49.8589,8.63494
49.8583,8.6354
49.8586,8.63525
49.8587,8.63506
49.8581,8.63544
49.8571,8.63604
49.8559,8.63675
49.8558,8.63677
49.8557,8.63686
49.859,8.63503
49.8591,8.63496
49.8612,8.63372
49.8587,8.63484
49.8587,8.63497
49.8587,8.63506
49.8587,8.63461
49.8587,8.6347
49.8587,8.63484
49.8553,8.63733
49.8553,8.63745
49.8556,8.63694
49.8555,8.63706
49.8554,8.63712
49.8554,8.6372
49.8554,8.63727
49.8553,8.63729
49.8553,8.63733
49.8539,8.64137
49.8539,8.64144
49.854,8.64146
49.854,8.6414
49.8542,8.64053
49.854,8.64092
49.854,8.64107
49.854,8.6411
49.8539,8.64137
49.8537,8.6422
49.8536,8.64284
49.8536,8.6429
49.8536,8.64311
49.8542,8.64057
49.8544,8.63996
49.8546,8.63937
49.8551,8.63813
49.8551,8.63799
49.8552,8.63771
49.8553,8.63763
49.8553,8.63748
49.8533,8.6458
49.8533,8.64592
49.8532,8.64613
49.8532,8.64621
49.8532,8.64629
49.8531,8.64637
49.8531,8.64642
49.853,8.64647
49.853,8.64653
49.8753,8.65932
49.8753,8.6595
49.8754,8.65974
49.8755,8.65995
49.8757,8.6605
49.8759,8.66084
49.8759,8.66081
49.8758,8.66062
49.8758,8.66051
49.8755,8.6599
49.8754,8.65971
49.8753,8.65948
49.8753,8.65932
49.8759,8.66084
49.876,8.66117
49.8762,8.6615
49.8762,8.66155
49.8762,8.6616
49.8763,8.66169
49.8745,8.65011
49.8745,8.65013
49.8742,8.65023
49.8741,8.65024
49.8741,8.65026
49.874,8.65028
49.874,8.65029
49.8668,8.63485
49.867,8.63475
49.8674,8.63451
49.8674,8.63447
49.8649,8.63658
49.865,8.63654
49.8652,8.63632
49.8653,8.63616
49.8653,8.63616
49.8652,8.63625
49.865,8.63647
49.8649,8.63658
49.8653,8.63616
49.8656,8.63588
49.8658,8.63565
49.8659,8.63561
49.8662,8.6353
49.8662,8.6353
49.8663,8.63521
49.8664,8.63512
49.8665,8.63506
49.8667,8.63489
49.8667,8.63487
49.8668,8.63485
49.8662,8.6353
49.8663,8.63526
49.8665,8.63512
49.8667,8.63493
49.8668,8.6349
49.8668,8.63485
49.8727,8.63269
49.8726,8.63272
49.8725,8.63273
49.8725,8.63274
49.8712,8.63295
49.88,8.6642
49.8801,8.66427
49.8801,8.66437
49.8802,8.66433
49.8801,8.66423
49.88,8.6642
49.8805,8.66472
49.8809,8.66512
49.881,8.66521
49.8817,8.66559
49.8817,8.66561
49.8801,8.66437
49.8802,8.66445
49.8803,8.66455
49.8805,8.66472
49.8805,8.66472
49.8805,8.66472
49.8805,8.66466
49.8803,8.66451
49.8803,8.66443
49.8802,8.66433
49.8901,8.67205
49.8902,8.67221
49.8903,8.67237
49.8903,8.67225
49.8902,8.67215
49.8901,8.67205
49.8908,8.67287
49.8908,8.67279
49.8906,8.67256
49.8903,8.67225
49.8908,8.67287
49.8909,8.67298
49.8919,8.67405
49.8775,8.66395
49.8776,8.66413
49.8777,8.66448
49.8778,8.66502
49.878,8.66527
49.8781,8.66557
49.8783,8.66583
49.8785,8.66622
49.8786,8.66638
49.8786,8.66674
49.8786,8.66685
49.8786,8.66694
49.8787,8.66701
49.8775,8.66395
49.8775,8.66381
49.8773,8.6636
49.8771,8.66321
49.8769,8.66286
49.8765,8.66191
49.8764,8.66185
49.8764,8.66174
49.8763,8.66167
49.8756,8.67084
49.8756,8.67085
49.8757,8.67086
49.8767,8.67064
49.8766,8.67064
49.8765,8.67068
49.8767,8.67071
49.8769,8.67068
49.877,8.67064
49.8765,8.67068
49.8766,8.67072
49.8767,8.67071
49.8765,8.67068
49.8762,8.67071
49.8759,8.67078
49.877,8.67064
49.8769,8.67062
49.8767,8.67064
49.8757,8.67086
49.8757,8.67087
49.8758,8.67086
49.8759,8.67082
49.8759,8.67078
49.8757,8.67076
49.8756,8.67072
49.8755,8.67062
49.8755,8.67058
49.8755,8.67057
49.8754,8.67057
49.8754,8.67059
49.878,8.67075
49.8779,8.67077
49.8779,8.67078
49.8777,8.67072
49.8773,8.67063
49.8771,8.67064
49.877,8.67064
49.8759,8.61724
49.8759,8.61739
49.8759,8.61751
49.8759,8.6176
49.8758,8.67077
49.8757,8.67077
49.8757,8.67077
49.8757,8.67076
49.8605,8.6446
49.8605,8.64454
49.8606,8.64439
49.8606,8.64419
49.8197,8.6839
49.8196,8.68408
49.8196,8.68417
49.8199,8.68629
49.8198,8.68654
49.8198,8.68667
49.8196,8.68417
49.8196,8.68427
49.8196,8.68438
49.9213,8.60591
49.9208,8.60645
49.9198,8.60736
49.9194,8.60765
49.9192,8.60779
49.9181,8.60854
49.9166,8.60955
49.9124,8.61244
49.912,8.61271
49.911,8.61323
49.9101,8.61361
49.9091,8.61398
49.8978,8.61982
49.8976,8.62002
49.8966,8.62028
49.8964,8.6203
49.8978,8.61999
49.8985,8.61935
49.8976,8.62002
49.8973,8.62027
49.8972,8.62037
49.897,8.6204
49.897,8.6204
49.8969,8.62039
49.8967,8.62036
49.8967,8.62034
49.8966,8.62028
49.8882,8.63435
49.8882,8.63528
49.8882,8.63365
49.8882,8.63435
49.8882,8.63426
49.8883,8.63375
49.8883,8.63334
49.8883,8.63334
49.8883,8.63317
49.8883,8.63311
49.8883,8.633
49.8827,8.64743
49.8828,8.64756
49.8828,8.6476
49.883,8.648
49.8831,8.64829
49.8832,8.64847
49.8833,8.64873
49.8834,8.64922
49.8834,8.64931
49.8835,8.64963
49.8837,8.65042
49.8825,8.64701
49.8826,8.64717
49.8827,8.64738
49.8827,8.64743
49.8824,8.64657
49.8822,8.64624
49.882,8.64607
49.8799,8.6359
49.8796,8.63572
49.8787,8.63544
49.8772,8.63516
49.8755,8.63484
49.8751,8.63476
49.8751,8.63475
49.8749,8.63473
49.8749,8.63473
49.8751,8.63053
49.875,8.63187
49.875,8.63198
49.875,8.63208
49.875,8.63215
49.875,8.63218
49.8749,8.6323
49.8749,8.63233
49.8733,8.63239
49.8732,8.63241
49.8731,8.63242
49.8731,8.63242
49.8731,8.63243
49.873,8.63244
49.8729,8.63247
49.8728,8.63255
49.8728,8.63259
49.8727,8.63265
49.8727,8.63267
49.8727,8.63269
49.8156,8.63088
49.8156,8.63039
49.8572,8.64427
49.8572,8.64435
49.8569,8.63162
49.8569,8.63168
49.8566,8.63122
49.8566,8.63117
49.8577,8.63286
49.8577,8.63291
49.8574,8.63242
49.8574,8.63237
49.875,8.6324
49.8749,8.63244
49.8749,8.63249
49.8743,8.63226
49.8743,8.63225
49.8733,8.63239
49.8734,8.63238
49.8741,8.63229
49.8742,8.63227
49.8743,8.63226
49.874,8.63229
49.8741,8.63229
49.8743,8.63225
49.8744,8.63224
49.8744,8.63224
49.8734,8.63238
49.8737,8.63234
49.8739,8.63232
49.8739,8.63231
49.874,8.6323
49.874,8.63229
49.8747,8.63228
49.8748,8.63228
49.8748,8.6323
49.8749,8.63232
49.8749,8.63235
49.875,8.6324
49.8197,8.68388
49.8197,8.6838
49.8197,8.68373
49.8197,8.68366
49.8197,8.68358
49.8197,8.68351
49.8197,8.68351
49.8197,8.68347
49.8196,8.68344
49.8195,8.68339
49.8195,8.68336
49.8194,8.68333
49.8199,8.68609
49.8199,8.68629
49.8198,8.68544
49.8198,8.68585
49.8198,8.68585
49.8199,8.68609
49.8196,8.68461
49.8197,8.68502
49.8196,8.68438
49.8196,8.68461
49.8754,8.64095
49.8758,8.64084
49.8759,8.64083
49.876,8.64085
49.876,8.64089
49.8761,8.64106
49.8665,8.65603
49.8666,8.65596
49.8667,8.65591
49.868,8.62111
49.8679,8.621
49.8677,8.62074
49.8681,8.6882
49.8682,8.68811
49.8682,8.68804
49.8681,8.68798
49.8681,8.68792
49.8681,8.68786
49.8681,8.68778
49.868,8.68763
49.868,8.68752
49.8681,8.6882
49.8682,8.68831
49.8682,8.68843
49.8681,8.68949
49.8682,8.68981
49.8682,8.6899
49.868,8.62115
49.868,8.62118
49.868,8.6212
49.8849,8.62855
49.8847,8.62932
49.8847,8.62945
49.8846,8.63018
49.8845,8.63072
49.8845,8.63092
49.8844,8.63142
49.8843,8.63169
49.8842,8.63226
49.8842,8.63265
49.8841,8.63295
49.8839,8.63431
49.8838,8.63513
49.8836,8.63628
49.8834,8.63693
49.8834,8.63736
49.8834,8.63739
49.8833,8.6376
49.8862,8.62315
49.8861,8.62338
49.8857,8.62405
49.8869,8.62197
49.8868,8.62219
49.8868,8.62219
49.8864,8.62283
49.8857,8.62405
49.8857,8.62418
49.8856,8.62449
49.8854,8.62558
49.8853,8.62599
49.8759,8.617
49.8759,8.61724
49.8705,8.6184
49.8706,8.61834
49.8706,8.61834
49.8708,8.61825
49.871,8.61813
49.8709,8.61817
49.8969,8.61558
49.897,8.61554
49.905,8.64244
49.9051,8.64244
49.9052,8.64247
49.9054,8.64256
49.9056,8.64268
49.9057,8.64278
49.9058,8.643
49.9058,8.64321
49.9058,8.64344
49.8709,8.61817
49.8708,8.61825
49.8683,8.68514
49.8683,8.68524
49.8683,8.68534
49.8923,8.67462
49.8939,8.67642
49.8244,8.64417
49.8244,8.64415
49.8244,8.64414
49.8243,8.64414
49.8243,8.64414
49.8243,8.64415
49.8243,8.64418
49.8243,8.6442
49.8243,8.64423
49.8242,8.64427
49.8242,8.6443
49.8243,8.64434
49.8243,8.64437
49.8243,8.6444
49.8243,8.64443
49.8243,8.64444
49.8243,8.64445
49.8244,8.64446
49.8244,8.64445
49.8244,8.64444
49.8244,8.64442
49.8244,8.64439
49.8244,8.64436
49.8245,8.64433
49.8245,8.64429
49.8245,8.64425
49.8244,8.64422
49.8244,8.64419
49.8244,8.64417
49.8247,8.64446
49.8247,8.64447
49.8249,8.64452
49.8249,8.64452
49.8692,8.65634
49.8693,8.65637
49.8665,8.65588
49.8665,8.65591
49.8533,8.64727
49.8533,8.64834
49.8979,8.65461
49.898,8.65462
49.8981,8.65464
49.8981,8.65465
49.899,8.65483
49.859,8.64455
49.8595,8.64465
49.8595,8.64465
49.8603,8.64467
49.8604,8.64467
49.8605,8.64467
49.8546,8.64358
49.855,8.64373
49.855,8.64374
49.8551,8.64375
49.856,8.64403
49.856,8.64403
49.8566,8.6442
49.8571,8.64433
49.8572,8.64435
49.8582,8.64445
49.8582,8.64445
49.8584,8.64445
49.8587,8.6445
49.859,8.64455
49.868,8.66914
49.868,8.66927
49.868,8.6694
49.868,8.6694
49.868,8.6696
49.868,8.66977
49.8386,8.60179
49.8393,8.60298
49.8367,8.59869
49.8377,8.60038
49.8377,8.60038
49.838,8.60089
49.8386,8.60179
49.8393,8.60298
49.8398,8.6037
49.842,8.60742
49.8426,8.60831
49.8449,8.61208
49.8451,8.61241
49.8461,8.614
49.8465,8.61467
49.8574,8.63237
49.8572,8.6321
49.8569,8.63162
49.8566,8.63117
49.8565,8.63088
49.8826,8.66611
49.8828,8.66621
49.8834,8.66659
49.8836,8.66669
49.8841,8.66705
49.8844,8.66727
49.8845,8.66733
49.8848,8.66801
49.885,8.66854
49.8919,8.67405
49.8923,8.67457
49.8923,8.67462
49.8942,8.67674
49.8943,8.67691
49.8944,8.67708
49.8928,8.67404
49.8924,8.67451
49.8924,8.67457
49.8923,8.67462
49.8884,8.64484
49.8884,8.64376
49.8884,8.64376
49.8883,8.64328
49.8882,8.64296
49.8882,8.64277
49.8882,8.64332
49.8883,8.64417
49.8883,8.64498
49.8883,8.64504
49.8884,8.64528
49.8887,8.64692
49.8886,8.64658
49.8886,8.64589
49.8885,8.64555
49.8885,8.64548
49.8885,8.64528
49.8973,8.65448
49.8977,8.65456
49.8978,8.65457
49.8978,8.65459
49.8979,8.65461
49.8943,8.65381
49.8941,8.65373
49.8939,8.65368
49.8937,8.65364
49.8924,8.65334
49.8923,8.65333
49.8943,8.65381
49.8948,8.6539
49.8955,8.65406
49.8956,8.65408
49.8957,8.6541
49.8965,8.6543
49.8973,8.65448
49.8895,8.65213
49.8896,8.65242
49.8896,8.65245
49.9005,8.65442
49.9003,8.65468
49.9003,8.65478
49.9002,8.65484
49.8896,8.65245
49.8896,8.65256
49.8896,8.65267
49.8888,8.65271
49.889,8.65278
49.8895,8.65291
49.8895,8.65292
49.8896,8.65295
49.8899,8.65546
49.8899,8.6556
49.8901,8.65653
49.8902,8.65689
49.8903,8.65726
49.8904,8.65762
49.8905,8.65796
49.8906,8.65827
49.8908,8.65864
49.891,8.65898
49.8915,8.65994
49.8918,8.66039
49.8897,8.65353
49.8897,8.65372
49.8897,8.65343
49.8897,8.65353
49.8918,8.66039
49.892,8.66083
49.8921,8.66088
49.8921,8.661
49.9006,8.65426
49.9005,8.65442
49.9003,8.65491
49.9003,8.65487
49.9003,8.65487
49.9004,8.6548
49.9004,8.65473
49.9005,8.65464
49.9006,8.65447
49.9006,8.65433
49.9008,8.65415
49.901,8.65384
49.8242,8.64437
49.8241,8.64439
49.824,8.64441
49.8245,8.64439
49.8245,8.64437
49.8245,8.64435
49.8245,8.64432
49.8245,8.64429
49.8244,8.64442
49.8244,8.64441
49.8245,8.64439
49.8245,8.64439
49.8245,8.64439
49.8243,8.64423
49.8242,8.6443
49.8242,8.64433
49.8242,8.64433
49.8242,8.64437
49.8249,8.64452
49.825,8.64453
49.8254,8.64457
49.8242,8.64437
49.8242,8.64437
49.8242,8.64438
49.8242,8.64439
49.8243,8.64443
49.8854,8.6878
49.8857,8.68846
49.8863,8.68935
49.887,8.69033
49.8878,8.69143
49.8884,8.69224
49.889,8.69322
49.8893,8.69363
49.8895,8.69396
49.8907,8.69654
49.8678,8.61933
49.868,8.61929
49.8673,8.61951
49.8673,8.61955
49.8673,8.61963
49.8673,8.61971
49.8673,8.61979
49.8674,8.61998
49.8674,8.62017
49.8674,8.62017
49.8674,8.62001
49.8674,8.61986
49.8674,8.61982
49.8674,8.61974
49.8674,8.61967
49.8675,8.61959
49.8676,8.61949
49.8676,8.61943
49.8678,8.61933
49.8472,8.61574
49.8474,8.61611
49.8477,8.61662
49.848,8.61706
49.848,8.61706
49.8481,8.61725
49.8492,8.61913
49.8494,8.6194
49.8498,8.62004
49.8507,8.62158
49.8508,8.62173
49.8598,8.63443
49.8594,8.63464
49.8617,8.63337
49.8612,8.63364
49.8594,8.63464
49.8591,8.63482
49.8591,8.63485
49.8589,8.63492
49.8661,8.63151
49.8661,8.63148
49.8662,8.63146
49.8663,8.63145
49.8664,8.63146
49.8642,8.63206
49.8639,8.63216
49.8637,8.63225
49.8637,8.63226
49.8636,8.63229
49.8683,8.68534
49.8683,8.68545
49.8684,8.68549
49.868,8.68752
49.868,8.68747
49.8679,8.68739
49.8679,8.68738
49.8679,8.68736
49.8684,8.68549
49.8684,8.68556
49.8684,8.68565
49.8685,8.68578
49.8686,8.6859
49.8687,8.68606
49.8901,8.65281
49.89,8.65276
49.89,8.65276
49.8898,8.65272
49.8898,8.65271
49.8896,8.65267
49.8844,8.65144
49.8842,8.6514
49.8842,8.65139
49.884,8.65136
49.8859,8.6519
49.8853,8.65176
49.885,8.65169
49.8849,8.65165
49.8849,8.65163
49.8748,8.64121
49.8748,8.64109
49.8748,8.64108
49.8748,8.64104
49.8748,8.64084
49.8747,8.64066
49.8747,8.64049
49.8748,8.64007
49.8748,8.63993
49.8748,8.63983
49.8748,8.63928
49.8748,8.63871
49.8748,8.6386
49.8748,8.63854
49.8748,8.63791
49.8748,8.63711
49.8748,8.63654
49.8749,8.63561
49.8749,8.63552
49.8749,8.63551
