b'Day;Time;Crossroad;Sensor;Interval;Load;Count\r
10.06.2019;02:59;A 75;12;1;7;1\r
10.06.2019;02:59;A 75;13;1;0;0\r
10.06.2019;02:59;A 75;14;1;0;0\r
10.06.2019;02:59;A 75;15;1;0;0\r
10.06.2019;02:59;A 75;16;1;1;1\r
10.06.2019;02:59;A 75;17;1;1;1\r
10.06.2019;02:59;A 75;18;1;0;0\r
10.06.2019;02:59;A 75;19;1;0;0\r
10.06.2019;02:59;A 75;20;1;0;0\r
10.06.2019;02:59;A 75;21;1;0;0\r
10.06.2019;02:59;A 75;22;1;0;0\r
10.06.2019;02:59;A 75;23;1;0;0\r
10.06.2019;02:59;A 75;24;1;0;0\r
10.06.2019;02:59;A 75;25;1;0;0\r
10.06.2019;02:59;A 75;26;1;0;0\r
10.06.2019;02:59;A 75;27;1;0;0\r
10.06.2019;02:59;A 75;28;1;0;0\r
10.06.2019;02:59;A 75;29;1;0;0\r
10.06.2019;02:59;A 75;30;1;0;0\r
10.06.2019;02:59;A 75;31;1;0;0\r
10.06.2019;02:59;A 75;32;1;0;0\r
10.06.2019;02:59;A 75;33;1;0;0\r
10.06.2019;02:59;A 75;34;1;0;0\r
10.06.2019;02:59;A 75;35;1;0;0\r
10.06.2019;02:59;A 75;36;1;0;0\r
10.06.2019;02:59;A 75;37;1;0;0\r
10.06.2019;02:59;A 75;38;1;0;0\r
10.06.2019;02:59;A 75;39;1;0;0\r
10.06.2019;02:59;A 75;40;1;0;0\r
10.06.2019;02:59;A 75;41;1;0;0\r
10.06.2019;02:59;A 75;42;1;0;0\r
10.06.2019;02:59;A 75;43;1;0;0\r
10.06.2019;02:59;A 75;44;1;0;0\r
10.06.2019;02:59;A 75;45;1;0;0\r
10.06.2019;02:59;A 75;46;1;0;0\r
10.06.2019;02:59;A 76;1;1;0;0\r
10.06.2019;02:59;A 76;2;1;0;0\r
10.06.2019;02:59;A 76;3;1;0;0\r
10.06.2019;02:59;A 76;4;1;0;0\r
10.06.2019;02:59;A 76;5;1;0;0\r
10.06.2019;02:59;A 76;6;1;0;0\r
10.06.2019;02:59;A 76;7;1;0;0\r
10.06.2019;02:59;A 76;8;1;0;0\r
10.06.2019;02:59;A 76;9;1;0;0\r
10.06.2019;02:59;A 77;1;1;0;0\r
10.06.2019;02:59;A 77;2;1;0;0\r
10.06.2019;02:59;A 77;3;1;0;0\r
10.06.2019;02:59;A 77;4;1;0;0\r
10.06.2019;02:59;A 77;5;1;0;0\r
10.06.2019;02:59;A 77;6;1;0;0\r
10.06.2019;02:59;A 77;7;1;0;0\r
10.06.2019;02:59;A 77;8;1;0;0\r
10.06.2019;02:59;A 77;9;1;0;0\r
10.06.2019;02:59;A 77;10;1;0;0\r
10.06.2019;02:59;A 78;1;1;0;0\r
10.06.2019;02:59;A 78;2;1;0;0\r
10.06.2019;02:59;A 78;3;1;0;0\r
10.06.2019;02:59;A 78;4;1;0;0\r
10.06.2019;02:59;A 78;5;1;0;0\r
10.06.2019;02:59;A 78;6;1;0;0\r
10.06.2019;02:59;A 78;7;1;0;0\r
10.06.2019;02:59;A 78;8;1;0;0\r
10.06.2019;02:59;A 78;9;1;0;0\r
10.06.2019;02:59;A 78;10;1;0;0\r
10.06.2019;02:59;A 78;11;1;0;0\r
10.06.2019;02:59;A 78;12;1;0;0\r
10.06.2019;02:59;A 78;13;1;0;0\r
10.06.2019;02:59;A 79;1;1;0;0\r
10.06.2019;02:59;A 79;2;1;0;0\r
10.06.2019;02:59;A 79;3;1;0;0\r
10.06.2019;02:59;A 79;4;1;0;0\r
10.06.2019;02:59;A 79;5;1;0;0\r
10.06.2019;02:59;A 79;6;1;0;0\r
10.06.2019;02:59;A 80;1;1;0;0\r
10.06.2019;02:59;A 80;2;1;0;0\r
10.06.2019;02:59;A 80;3;1;0;0\r
10.06.2019;02:59;A 80;4;1;0;0\r
10.06.2019;02:59;A 80;5;1;0;0\r
10.06.2019;02:59;A 80;6;1;0;0\r
10.06.2019;02:59;A 80;7;1;0;0\r
10.06.2019;02:59;A 80;8;1;100;0\r
10.06.2019;02:59;A 80;9;1;0;0\r
10.06.2019;02:59;A 81;1;1;0;0\r
10.06.2019;02:59;A 81;2;1;100;0\r
10.06.2019;02:59;A 81;3;1;0;0\r
10.06.2019;02:59;A 81;4;1;0;0\r
10.06.2019;02:59;A 81;5;1;0;0\r
10.06.2019;02:59;A 81;6;1;0;0\r
10.06.2019;02:59;A 81;7;1;100;0\r
10.06.2019;02:59;A 81;8;1;0;0\r
10.06.2019;02:59;A 81;9;1;0;0\r
10.06.2019;02:59;A 81;10;1;0;0\r
10.06.2019;02:59;A 81;11;1;0;0\r
10.06.2019;02:59;A 81;12;1;0;0\r
10.06.2019;02:59;A 81;13;1;0;0\r
10.06.2019;02:59;A 81;14;1;0;0\r
10.06.2019;02:59;A 81;15;1;0;0\r
10.06.2019;02:59;A 81;16;1;0;0\r
10.06.2019;02:59;A 81;17;1;0;0\r
10.06.2019;02:59;A 81;18;1;0;0\r
10.06.2019;02:59;A 81;19;1;0;0\r
10.06.2019;02:59;A 81;20;1;0;0\r
10.06.2019;02:59;A 81;21;1;0;0\r
10.06.2019;02:59;A 81;23;1;0;0\r
10.06.2019;02:59;A 81;24;1;0;0\r
10.06.2019;02:59;A 81;28;1;0;0\r
10.06.2019;02:59;A 81;29;1;0;0\r
10.06.2019;02:59;A 81;30;1;0;0\r
10.06.2019;02:59;A 81;31;1;0;0\r
10.06.2019;02:59;A 81;32;1;0;0\r
10.06.2019;02:59;A 82;1;1;0;0\r
10.06.2019;02:59;A 82;2;1;0;0\r
10.06.2019;02:59;A 82;3;1;0;0\r
10.06.2019;02:59;A 82;4;1;6;1\r
10.06.2019;02:59;A 82;5;1;0;0\r
10.06.2019;02:59;A 82;6;1;0;0\r
10.06.2019;02:59;A 82;7;1;0;0\r
10.06.2019;02:59;A 82;8;1;0;0\r
10.06.2019;02:59;A 82;9;1;0;0\r
10.06.2019;02:59;A 82;10;1;0;0\r
10.06.2019;02:59;A 82;11;1;0;0\r
10.06.2019;02:59;A 82;12;1;0;0\r
10.06.2019;02:59;A 82;13;1;0;0\r
10.06.2019;02:59;A 82;14;1;0;0\r
10.06.2019;02:59;A 82;15;1;0;0\r
10.06.2019;02:59;A 82;16;1;0;0\r
10.06.2019;02:59;A 82;17;1;0;0\r
10.06.2019;02:59;A 82;18;1;0;0\r
10.06.2019;02:59;A 83;1;1;0;0\r
10.06.2019;02:59;A 83;2;1;0;0\r
10.06.2019;02:59;A 83;3;1;0;0\r
10.06.2019;02:59;A 83;4;1;0;0\r
10.06.2019;02:59;A 83;5;1;0;0\r
10.06.2019;02:59;A 83;6;1;0;0\r
10.06.2019;02:59;A 83;7;1;0;0\r
10.06.2019;02:59;A 83;8;1;0;0\r
10.06.2019;02:59;A 83;9;1;0;0\r
10.06.2019;02:59;A 83;10;1;0;0\r
10.06.2019;02:59;A 83;11;1;0;0\r
10.06.2019;02:59;A 83;12;1;0;0\r
10.06.2019;02:59;A 83;13;1;100;0\r
10.06.2019;02:59;A 83;14;1;0;0\r
10.06.2019;02:59;A 83;15;1;0;0\r
10.06.2019;02:59;A 83;16;1;0;0\r
10.06.2019;02:59;A 83;17;1;0;0\r
10.06.2019;02:59;A 83;18;1;0;0\r
10.06.2019;02:59;A 84;1;1;0;0\r
10.06.2019;02:59;A 84;2;1;0;0\r
10.06.2019;02:59;A 84;3;1;0;0\r
10.06.2019;02:59;A 84;4;1;100;0\r
10.06.2019;02:59;A 85;1;1;0;0\r
10.06.2019;02:59;A 85;2;1;0;0\r
10.06.2019;02:59;A 85;3;1;1;1\r
10.06.2019;02:59;A 85;4;1;1;2\r
10.06.2019;02:59;A 85;5;1;1;1\r
10.06.2019;02:59;A 85;6;1;1;1\r
10.06.2019;02:59;A 86;1;1;0;0\r
10.06.2019;02:59;A 86;2;1;0;0\r
10.06.2019;02:59;A 86;3;1;0;0\r
10.06.2019;02:59;A 86;4;1;0;0\r
10.06.2019;02:59;A 86;5;1;0;0\r
10.06.2019;02:59;A 86;6;1;0;0\r
10.06.2019;02:59;A 86;7;1;0;0\r
10.06.2019;02:59;A 86;8;1;0;0\r
10.06.2019;02:59;A 86;9;1;0;0\r
10.06.2019;02:59;A 86;10;1;0;0\r
10.06.2019;02:59;A 86;11;1;7;1\r
10.06.2019;02:59;A 86;12;1;0;0\r
10.06.2019;02:59;A 86;13;1;1;1\r
10.06.2019;02:59;A 86;14;1;0;0\r
10.06.2019;02:59;A 86;15;1;0;0\r
10.06.2019;02:59;A 86;16;1;0;0\r
10.06.2019;02:59;A 86;17;1;0;0\r
10.06.2019;02:59;A 86;18;1;0;0\r
10.06.2019;02:59;A 86;19;1;0;0\r
10.06.2019;02:59;A 86;20;1;0;0\r
10.06.2019;02:59;A 86;21;1;0;0\r
10.06.2019;02:59;A 86;22;1;0;0\r
10.06.2019;02:59;A 86;23;1;0;0\r
10.06.2019;02:59;A 86;24;1;0;0\r
10.06.2019;02:59;A 86;25;1;0;0\r
10.06.2019;02:59;A 86;26;1;0;0\r
10.06.2019;02:59;A 86;27;1;0;0\r
10.06.2019;02:59;A 86;28;1;0;0\r
10.06.2019;02:59;A 86;29;1;0;0\r
10.06.2019;02:59;A 86;30;1;0;0\r
10.06.2019;02:59;A 86;31;1;0;0\r
10.06.2019;02:59;A 86;32;1;0;0\r
10.06.2019;02:59;A 86;33;1;0;0\r
10.06.2019;02:59;A 86;34;1;0;0\r
10.06.2019;02:59;A 86;35;1;0;0\r
10.06.2019;02:59;A 86;36;1;0;0\r
10.06.2019;02:59;A 86;37;1;0;0\r
10.06.2019;02:59;A 86;38;1;0;0\r
10.06.2019;02:59;A 86;39;1;0;0\r
10.06.2019;02:59;A 86;40;1;0;0\r
10.06.2019;02:59;A 86;41;1;0;0\r
10.06.2019;02:59;A 86;42;1;0;0\r
10.06.2019;02:59;A 86;43;1;0;0\r
10.06.2019;02:59;A 86;44;1;0;0\r
10.06.2019;02:59;A 86;45;1;0;0\r
10.06.2019;02:59;A 86;46;1;0;0\r
10.06.2019;02:59;A 86;47;1;0;0\r
10.06.2019;02:59;A 86;48;1;0;0\r
10.06.2019;02:59;A 86;49;1;0;0\r
10.06.2019;02:59;A 86;50;1;0;0\r
10.06.2019;02:59;A 87;1;1;40;0\r
10.06.2019;02:59;A 87;2;1;0;0\r
10.06.2019;02:59;A 87;3;1;0;0\r
10.06.2019;02:59;A 87;4;1;0;0\r
10.06.2019;02:59;A 87;5;1;0;0\r
10.06.2019;02:59;A 87;6;1;0;0\r
10.06.2019;02:59;A 87;7;1;0;0\r
10.06.2019;02:59;A 87;8;1;0;0\r
10.06.2019;02:59;A 87;9;1;0;0\r
10.06.2019;02:59;A 87;10;1;0;0\r
10.06.2019;02:59;A 87;11;1;0;0\r
10.06.2019;02:59;A 87;12;1;0;0\r
10.06.2019;02:59;A 87;13;1;0;0\r
10.06.2019;02:59;A 87;14;1;0;0\r
10.06.2019;02:59;A 87;15;1;0;0\r
10.06.2019;02:59;A 87;16;1;0;0\r
10.06.2019;02:59;A 87;17;1;0;0\r
10.06.2019;02:59;A 87;18;1;0;0\r
10.06.2019;02:59;A 87;19;1;100;0\r
10.06.2019;02:59;A 87;20;1;0;0\r
10.06.2019;02:59;A 87;21;1;0;0\r
10.06.2019;02:59;A 87;22;1;0;0\r
10.06.2019;02:59;A 87;23;1;0;0\r
10.06.2019;02:59;A 87;24;1;0;0\r
10.06.2019;02:59;A 87;25;1;0;0\r
10.06.2019;02:59;A 87;26;1;39;2\r
10.06.2019;02:59;A 88;1;1;0;0\r
10.06.2019;02:59;A 88;2;1;100;0\r
10.06.2019;02:59;A 88;3;1;0;0\r
10.06.2019;02:59;A 88;4;1;0;0\r
10.06.2019;02:59;A 88;5;1;0;0\r
10.06.2019;02:59;A 88;6;1;0;0\r
10.06.2019;02:59;A 88;7;1;1;1\r
10.06.2019;02:59;A 88;8;1;0;0\r
10.06.2019;02:59;A 88;9;1;0;0\r
10.06.2019;02:59;A 88;10;1;27;1\r
10.06.2019;02:59;A 88;11;1;0;0\r
10.06.2019;02:59;A 88;12;1;0;0\r
10.06.2019;02:59;A 88;13;1;0;0\r
10.06.2019;02:59;A 88;14;1;0;0\r
10.06.2019;02:59;A 88;15;1;11;0\r
10.06.2019;02:59;A 88;16;1;0;0\r
10.06.2019;02:59;A 88;17;1;0;0\r
10.06.2019;02:59;A 88;18;1;0;0\r
10.06.2019;02:59;A 88;19;1;0;0\r
10.06.2019;02:59;A 88;20;1;0;0\r
10.06.2019;02:59;A 88;21;1;0;0\r
10.06.2019;02:59;A 88;22;1;53;0\r
10.06.2019;02:59;A 88;23;1;0;0\r
10.06.2019;02:59;A 88;24;1;0;1\r
10.06.2019;02:59;A 88;25;1;0;0\r
10.06.2019;02:59;A 88;26;1;0;0\r
10.06.2019;02:59;A 88;27;1;0;0\r
10.06.2019;02:59;A 88;28;1;0;0\r
10.06.2019;02:59;A 88;29;1;0;0\r
10.06.2019;02:59;A 88;30;1;0;0\r
10.06.2019;02:59;A 88;31;1;0;0\r
10.06.2019;02:59;A 88;32;1;0;0\r
10.06.2019;02:59;A 88;33;1;0;0\r
10.06.2019;02:59;A 88;34;1;0;0\r
10.06.2019;02:59;A 88;35;1;0;0\r
10.06.2019;02:59;A 88;36;1;0;0\r
10.06.2019;02:59;A 88;37;1;0;0\r
10.06.2019;02:59;A 88;38;1;0;0\r
10.06.2019;02:59;A 88;39;1;0;0\r
10.06.2019;02:59;A 88;40;1;0;0\r
10.06.2019;02:59;A 88;41;1;0;0\r
10.06.2019;02:59;A 88;42;1;0;0\r
10.06.2019;02:59;A 90;1;1;0;0\r
10.06.2019;02:59;A 90;2;1;0;0\r
10.06.2019;02:59;A 90;3;1;0;0\r
10.06.2019;02:59;A 90;4;1;0;0\r
10.06.2019;02:59;A 90;5;1;0;0\r
10.06.2019;02:59;A 90;6;1;0;0\r
10.06.2019;02:59;A 90;7;1;0;0\r
10.06.2019;02:59;A 90;8;1;0;0\r
10.06.2019;02:59;A 90;9;1;0;0\r
10.06.2019;02:59;A 90;10;1;0;0\r
10.06.2019;02:59;A 90;11;1;0;0\r
10.06.2019;02:59;A 90;12;1;0;0\r
10.06.2019;02:59;A 90;13;1;0;0\r
10.06.2019;02:59;A 90;14;1;0;0\r
10.06.2019;02:59;A 90;15;1;0;0\r
10.06.2019;02:59;A 90;16;1;0;0\r
10.06.2019;02:59;A 90;17;1;0;0\r
10.06.2019;02:59;A 90;18;1;0;0\r
10.06.2019;02:59;A 90;19;1;0;0\r
10.06.2019;02:59;A 90;20;1;0;0\r
10.06.2019;02:59;A 90;21;1;0;0\r
10.06.2019;02:59;A 94;1;1;0;0\r
10.06.2019;02:59;A 94;2;1;0;0\r
10.06.2019;02:59;A 94;3;1;2;1\r
10.06.2019;02:59;A 94;4;1;0;0\r
10.06.2019;02:59;A 94;5;1;0;0\r
10.06.2019;02:59;A 94;6;1;0;0\r
10.06.2019;02:59;A 94;7;1;0;0\r
10.06.2019;02:59;A 94;8;1;2;1\r
10.06.2019;02:59;A 94;9;1;0;0\r
10.06.2019;02:59;A 94;10;1;0;0\r
10.06.2019;02:59;A 94;11;1;0;0\r
10.06.2019;02:59;A 94;12;1;0;0\r
10.06.2019;02:59;A 94;13;1;0;0\r
10.06.2019;02:59;A 94;14;1;0;0\r
10.06.2019;02:59;A 94;15;1;0;0\r
10.06.2019;02:59;A 94;16;1;0;0\r
10.06.2019;02:59;A 94;17;1;0;0\r
10.06.2019;02:59;A 94;18;1;0;0\r
10.06.2019;02:59;A 94;19;1;0;0\r
10.06.2019;02:59;A 94;20;1;0;0\r
10.06.2019;02:59;A 94;21;1;0;0\r
10.06.2019;02:59;A 94;22;1;0;0\r
10.06.2019;02:59;A 94;23;1;9;3\r
10.06.2019;02:59;A 95;18;1;0;0\r
10.06.2019;02:59;A 95;19;1;0;0\r
10.06.2019;02:59;A 95;20;1;0;0\r
10.06.2019;02:59;A 95;21;1;0;0\r
10.06.2019;02:59;A 95;22;1;0;0\r
10.06.2019;02:59;A 95;23;1;55;1\r
10.06.2019;02:59;A 95;24;1;41;1\r
10.06.2019;02:59;A 95;25;1;0;0\r
10.06.2019;02:59;A 95;26;1;0;0\r
10.06.2019;02:59;A 95;27;1;0;0\r
10.06.2019;02:59;A 95;28;1;0;0\r
10.06.2019;02:59;A 96;1;1;1;1\r
10.06.2019;02:59;A 96;2;1;0;0\r
10.06.2019;02:59;A 96;3;1;0;0\r
10.06.2019;02:59;A 96;4;1;0;0\r
10.06.2019;02:59;A 96;5;1;0;0\r
10.06.2019;02:59;A 96;6;1;1;1\r
10.06.2019;02:59;A 96;7;1;0;0\r
10.06.2019;02:59;A 96;8;1;0;0\r
10.06.2019;02:59;A 96;9;1;0;0\r
10.06.2019;02:59;A 96;10;1;0;0\r
10.06.2019;02:59;A 97;1;1;0;0\r
10.06.2019;02:59;A 97;2;1;0;0\r
10.06.2019;02:59;A 97;3;1;0;0\r
10.06.2019;02:59;A 97;4;1;1;1\r
10.06.2019;02:59;A 97;5;1;0;0\r
10.06.2019;02:59;A 97;6;1;5;1\r
10.06.2019;02:59;A 97;7;1;0;0\r
10.06.2019;02:59;A 97;8;1;0;0\r
10.06.2019;02:59;A 97;9;1;0;0\r
10.06.2019;02:59;A 97;10;1;0;0\r
10.06.2019;02:59;A 97;11;1;0;0\r
10.06.2019;02:59;A 97;12;1;0;0\r
10.06.2019;02:59;A 97;13;1;0;0\r
10.06.2019;02:59;A 97;14;1;0;0\r
10.06.2019;02:59;A 97;15;1;0;0\r
10.06.2019;02:59;A 97;16;1;0;0\r
10.06.2019;02:59;A 97;17;1;0;0\r
10.06.2019;02:59;A 97;18;1;0;1\r
10.06.2019;02:59;A 97;19;1;0;0\r
10.06.2019;02:59;A 97;20;1;0;0\r
10.06.2019;02:59;A 97;21;1;0;0\r
10.06.2019;02:59;A 97;22;1;0;0\r
10.06.2019;02:59;A 97;23;1;0;0\r
10.06.2019;02:59;A 97;24;1;0;0\r
10.06.2019;02:59;A 97;25;1;0;0\r
10.06.2019;02:59;A 97;26;1;0;0\r
10.06.2019;02:59;A 97;27;1;0;0\r
10.06.2019;02:59;A 97;28;1;0;0\r
10.06.2019;02:59;A 97;29;1;0;0\r
10.06.2019;02:59;A 97;30;1;0;0\r
10.06.2019;02:59;A 97;31;1;0;0\r
10.06.2019;02:59;A 97;32;1;0;0\r
10.06.2019;02:59;A 97;33;1;0;0\r
10.06.2019;02:59;A 97;34;1;0;0\r
10.06.2019;02:59;A 97;35;1;0;0\r
10.06.2019;02:59;A 97;36;1;0;0\r
10.06.2019;02:59;A 98;1;1;0;0\r
10.06.2019;02:59;A 98;2;1;0;0\r
10.06.2019;02:59;A 98;3;1;0;0\r
10.06.2019;02:59;A 98;4;1;0;0\r
10.06.2019;02:59;A 98;5;1;0;0\r
10.06.2019;02:59;A 98;6;1;0;0\r
10.06.2019;02:59;A 98;7;1;0;0\r
10.06.2019;02:59;A 98;8;1;0;0\r
10.06.2019;02:59;A 98;9;1;0;0\r
10.06.2019;02:59;A 98;10;1;0;0\r
10.06.2019;02:59;A 98;11;1;0;0\r
10.06.2019;02:59;A 98;12;1;0;0\r
10.06.2019;02:59;A 98;13;1;0;0\r
10.06.2019;02:59;A 98;14;1;0;0\r
10.06.2019;02:59;A 98;15;1;3;1\r
10.06.2019;02:59;A 98;16;1;2;1\r
10.06.2019;02:59;A 98;17;1;6;2\r
10.06.2019;02:59;A 98;18;1;0;0\r
10.06.2019;02:59;A 98;19;1;0;0\r
10.06.2019;02:59;A 98;20;1;0;0\r
10.06.2019;02:59;A 98;21;1;0;0\r
10.06.2019;02:59;A 98;22;1;0;0\r
10.06.2019;02:59;A 98;23;1;0;0\r
10.06.2019;02:59;A 98;24;1;0;0\r
10.06.2019;02:59;A 98;25;1;0;0\r
10.06.2019;02:59;A 98;26;1;0;0\r
10.06.2019;02:59;A 98;27;1;0;0\r
10.06.2019;02:59;A 98;28;1;0;0\r
10.06.2019;02:59;A 98;29;1;0;0\r
10.06.2019;02:59;A 98;30;1;0;0\r
10.06.2019;02:59;A 98;31;1;0;0\r
10.06.2019;02:59;A 98;32;1;0;0\r
10.06.2019;02:59;A 98;33;1;0;0\r
10.06.2019;02:59;A 98;34;1;0;0\r
10.06.2019;02:59;A 98;35;1;0;0\r
10.06.2019;02:59;A 98;36;1;0;0\r
10.06.2019;02:59;A 99;1;1;0;0\r
10.06.2019;02:59;A 99;2;1;0;0\r
10.06.2019;02:59;A 99;3;1;0;0\r
10.06.2019;02:59;A 99;4;1;0;0\r
10.06.2019;02:59;A 99;5;1;0;0\r
10.06.2019;02:59;A 99;6;1;0;0\r
10.06.2019;02:59;A 99;7;1;0;0\r
10.06.2019;02:59;A 99;8;1;0;0\r
10.06.2019;02:59;A 99;9;1;0;0\r
10.06.2019;02:59;A 99;10;1;0;0\r
10.06.2019;02:59;A 99;11;1;0;0\r
10.06.2019;02:59;A 99;12;1;0;0\r
10.06.2019;02:59;A 99;13;1;0;0\r
10.06.2019;02:59;A 99;14;1;0;0\r
10.06.2019;02:59;A 99;15;1;0;0\r
10.06.2019;02:59;A 99;16;1;1;1\r
10.06.2019;02:59;A100;1;1;0;0\r
10.06.2019;02:59;A100;2;1;0;0\r
10.06.2019;02:59;A100;3;1;0;0\r
10.06.2019;02:59;A100;4;1;0;0\r
10.06.2019;02:59;A100;5;1;0;0\r
10.06.2019;02:59;A100;6;1;0;0\r
10.06.2019;02:59;A100;7;1;0;0\r
10.06.2019;02:59;A100;8;1;0;0\r
10.06.2019;02:59;A100;9;1;0;0\r
10.06.2019;02:59;A100;10;1;0;0\r
10.06.2019;02:59;A100;11;1;0;0\r
10.06.2019;02:59;A100;12;1;0;0\r
10.06.2019;02:59;A100;13;1;0;0\r
10.06.2019;02:59;A101;1;1;0;0\r
10.06.2019;02:59;A101;2;1;0;0\r
10.06.2019;02:59;A101;3;1;0;0\r
10.06.2019;02:59;A101;4;1;0;0\r
10.06.2019;02:59;A101;5;1;0;0\r
10.06.2019;02:59;A101;6;1;0;0\r
10.06.2019;02:59;A101;7;1;0;0\r
10.06.2019;02:59;A101;8;1;0;0\r
10.06.2019;02:59;A101;9;1;0;0\r
10.06.2019;02:59;A101;10;1;0;0\r
10.06.2019;02:59;A101;11;1;0;0\r
10.06.2019;02:59;A101;12;1;0;0\r
10.06.2019;02:59;A101;13;1;0;0\r
10.06.2019;02:59;A101;14;1;0;0\r
10.06.2019;02:59;A101;15;1;0;0\r
10.06.2019;02:59;A101;16;1;0;0\r
10.06.2019;02:59;A101;17;1;0;0\r
10.06.2019;02:59;A101;18;1;0;0\r
10.06.2019;02:59;A101;19;1;0;0\r
10.06.2019;02:59;A101;20;1;0;0\r
10.06.2019;02:59;A101;21;1;0;0\r
10.06.2019;02:59;A102;1;1;0;0\r
10.06.2019;02:59;A102;2;1;0;0\r
10.06.2019;02:59;A102;3;1;0;0\r
10.06.2019;02:59;A102;4;1;0;0\r
10.06.2019;02:59;A102;5;1;0;0\r
10.06.2019;02:59;A102;6;1;0;0\r
10.06.2019;02:59;A102;7;1;0;0\r
10.06.2019;02:59;A103;1;1;0;0\r
10.06.2019;02:59;A103;2;1;0;0\r
10.06.2019;02:59;A103;3;1;0;0\r
10.06.2019;02:59;A103;4;1;0;0\r
10.06.2019;02:59;A103;5;1;100;0\r
10.06.2019;02:59;A103;6;1;0;0\r
10.06.2019;02:59;A103;7;1;0;0\r
10.06.2019;02:59;A103;8;1;0;0\r
10.06.2019;02:59;A103;9;1;0;0\r
10.06.2019;02:59;A103;10;1;100;0\r
10.06.2019;02:59;A103;11;1;100;0\r
10.06.2019;02:59;A103;12;1;100;0\r
10.06.2019;02:59;A104;1;1;0;0\r
10.06.2019;02:59;A104;2;1;0;0\r
10.06.2019;02:59;A104;3;1;0;0\r
10.06.2019;02:59;A104;4;1;0;0\r
10.06.2019;02:59;A104;5;1;0;0\r
10.06.2019;02:59;A104;6;1;0;0\r
10.06.2019;02:59;A104;7;1;0;0\r
10.06.2019;02:59;A104;8;1;0;0\r
10.06.2019;02:59;A104;9;1;0;0\r
10.06.2019;02:59;A104;10;1;0;0\r
10.06.2019;02:59;A104;11;1;0;0\r
10.06.2019;02:59;A104;12;1;0;0\r
10.06.2019;02:59;A104;13;1;0;0\r
10.06.2019;02:59;A104;14;1;0;0\r
10.06.2019;02:59;A104;15;1;0;0\r
10.06.2019;02:59;A104;16;1;0;0\r
10.06.2019;02:59;A104;17;1;0;0\r
10.06.2019;02:59;A104;18;1;1;1\r
10.06.2019;02:59;A104;19;1;0;0\r
10.06.2019;02:59;A104;20;1;0;0\r
10.06.2019;02:59;A104;21;1;0;0\r
10.06.2019;02:59;A104;22;1;0;0\r
10.06.2019;02:59;A104;23;1;0;0\r
10.06.2019;02:59;A104;24;1;0;0\r
10.06.2019;02:59;A104;25;1;0;0\r
10.06.2019;02:59;A104;26;1;0;0\r
10.06.2019;02:59;A104;27;1;0;0\r
10.06.2019;02:59;A104;28;1;100;0\r
10.06.2019;02:59;A104;29;1;100;0\r
10.06.2019;02:59;A104;30;1;100;0\r
10.06.2019;02:59;A104;31;1;100;0\r
10.06.2019;02:59;A104;32;1;100;0\r
10.06.2019;02:59;A104;33;1;100;0\r
10.06.2019;02:59;A104;34;1;0;0\r
10.06.2019;02:59;A104;35;1;0;0\r
10.06.2019;02:59;A105;1;1;0;0\r
10.06.2019;02:59;A107;1;1;100;0\r
10.06.2019;02:59;A107;2;1;0;0\r
10.06.2019;02:59;A107;3;1;0;0\r
10.06.2019;02:59;A107;4;1;0;0\r
10.06.2019;02:59;A107;5;1;0;0\r
10.06.2019;02:59;A107;6;1;0;0\r
10.06.2019;02:59;A107;7;1;0;0\r
10.06.2019;02:59;A107;8;1;0;0\r
10.06.2019;02:59;A107;9;1;0;0\r
10.06.2019;02:59;A107;10;1;0;0\r
10.06.2019;02:59;A107;11;1;0;0\r
10.06.2019;02:59;A107;12;1;0;0\r
10.06.2019;02:59;A107;13;1;0;0\r
10.06.2019;02:59;A107;14;1;0;0\r
10.06.2019;02:59;A107;15;1;0;0\r
10.06.2019;02:59;A107;16;1;0;0\r
10.06.2019;02:59;A107;17;1;0;0\r
10.06.2019;02:59;A107;18;1;0;0\r
10.06.2019;02:59;A107;19;1;0;0\r
10.06.2019;02:59;A107;20;1;0;0\r
10.06.2019;02:59;A107;21;1;0;0\r
10.06.2019;02:59;A108;1;1;0;0\r
10.06.2019;02:59;A108;2;1;0;0\r
10.06.2019;02:59;A108;3;1;0;0\r
10.06.2019;02:59;A108;4;1;0;0\r
10.06.2019;02:59;A108;5;1;0;0\r
10.06.2019;02:59;A108;6;1;0;0\r
10.06.2019;02:59;A110;1;1;0;0\r
10.06.2019;02:59;A110;2;1;0;0\r
10.06.2019;02:59;A110;3;1;0;0\r
10.06.2019;02:59;A110;4;1;0;0\r
10.06.2019;02:59;A110;5;1;0;0\r
10.06.2019;02:59;A110;6;1;0;0\r
10.06.2019;02:59;A110;7;1;0;0\r
10.06.2019;02:59;A110;8;1;0;0\r
10.06.2019;02:59;A110;9;1;0;0\r
10.06.2019;02:59;A110;12;1;0;0\r
10.06.2019;02:59;A110;13;1;0;0\r
10.06.2019;02:59;A110;14;1;0;0\r
10.06.2019;02:59;A110;15;1;0;0\r
10.06.2019;02:59;A110;16;1;0;0\r
10.06.2019;02:59;A111;1;1;1;1\r
10.06.2019;02:59;A111;2;1;2;1\r
10.06.2019;02:59;A111;3;1;1;1\r
10.06.2019;02:59;A111;4;1;0;0\r
10.06.2019;02:59;A111;5;1;0;0\r
10.06.2019;02:59;A111;6;1;0;0\r
10.06.2019;02:59;A111;7;1;0;0\r
